time,OKtime,date
2024_01_28__00_38_15,2421495,0.136852
2024_01_28__00_38_16,2421496,0.136852
2024_01_28__00_38_17,2421497,0.136852
2024_01_28__00_38_18,2421498,0.136852
2024_01_28__00_38_19,2421499,0.136852
2024_01_28__00_38_20,2421500,0.136852
2024_01_28__00_38_21,2421501,0.136852
2024_01_28__00_38_22,2421502,0.136852
2024_01_28__00_38_23,2421503,0.136852
2024_01_28__00_38_24,2421504,0.136852
2024_01_28__00_38_25,2421505,0.136852
2024_01_28__00_38_26,2421506,0.136852
2024_01_28__00_38_27,2421507,0.136852
2024_01_28__00_38_28,2421508,0.136852
2024_01_28__00_38_29,2421509,0.136852
2024_01_28__00_38_30,2421510,0.136852
2024_01_28__00_38_31,2421511,0.136852
2024_01_28__00_38_32,2421512,0.136852
2024_01_28__00_38_33,2421513,0.136852
2024_01_28__00_38_35,2421515,0.136852
2024_01_28__00_38_35,2421515,0.136852
2024_01_28__00_38_37,2421517,0.136852
2024_01_28__00_38_38,2421518,0.136852
2024_01_28__00_38_39,2421519,0.136852
2024_01_28__00_38_40,2421520,0.136852
2024_01_28__00_38_41,2421521,0.136852
2024_01_28__00_38_42,2421522,0.136852
2024_01_28__00_38_43,2421523,0.136852
2024_01_28__00_38_44,2421524,0.136852
2024_01_28__00_38_45,2421525,0.136852
2024_01_28__00_38_46,2421526,0.136852
2024_01_28__00_38_47,2421527,0.136852
2024_01_28__00_38_48,2421528,0.136852
2024_01_28__00_38_49,2421529,0.136852
2024_01_28__00_38_50,2421530,0.136852
2024_01_28__00_38_51,2421531,0.136852
2024_01_28__00_38_52,2421532,0.136852
2024_01_28__00_38_53,2421533,0.136852
2024_01_28__00_38_54,2421534,0.136852
2024_01_28__00_38_55,2421535,0.136852
2024_01_28__00_38_56,2421536,0.136852
2024_01_28__00_38_57,2421537,0.136852
2024_01_28__00_38_58,2421538,0.136852
2024_01_28__00_38_59,2421539,0.136852
2024_01_28__00_39_00,2421540,0.136852
2024_01_28__00_39_01,2421541,0.136852
2024_01_28__00_39_02,2421542,0.136852
2024_01_28__00_39_03,2421543,0.136852
2024_01_28__00_39_04,2421544,0.136852
2024_01_28__00_39_05,2421545,0.136852
2024_01_28__00_39_06,2421546,0.136852
2024_01_28__00_39_07,2421547,0.136852
2024_01_28__00_39_08,2421548,0.136852
2024_01_28__00_39_09,2421549,0.136852
2024_01_28__00_39_10,2421550,0.136852
2024_01_28__00_39_11,2421551,0.136852
2024_01_28__00_39_12,2421552,0.136852
2024_01_28__00_39_13,2421553,0.136852
2024_01_28__00_39_14,2421554,0.136852
2024_01_28__00_39_15,2421555,0.136852
2024_01_28__00_39_16,2421556,0.136852
2024_01_28__00_39_17,2421557,0.136852
2024_01_28__00_39_18,2421558,0.136852
2024_01_28__00_39_19,2421559,0.136852
2024_01_28__00_39_20,2421560,0.136852
2024_01_28__00_39_21,2421561,0.136852
2024_01_28__00_39_22,2421562,0.184304
2024_01_28__00_39_23,2421563,0.136852
2024_01_28__00_39_24,2421564,0.136852
2024_01_28__00_39_25,2421565,0.166595
2024_01_28__00_39_26,2421566,0.136852
2024_01_28__00_39_27,2421567,0.136852
2024_01_28__00_39_28,2421568,0.136852
2024_01_28__00_39_29,2421569,0.136852
2024_01_28__00_39_30,2421570,0.136852
2024_01_28__00_39_31,2421571,0.136852
2024_01_28__00_39_32,2421572,0.136852
2024_01_28__00_39_33,2421573,0.136852
2024_01_28__00_39_34,2421574,0.136852
2024_01_28__00_39_35,2421575,0.136852
2024_01_28__00_39_36,2421576,0.136852
2024_01_28__00_39_37,2421577,0.136852
2024_01_28__00_39_38,2421578,0.136852
2024_01_28__00_39_39,2421579,0.136852
2024_01_28__00_39_40,2421580,0.136852
2024_01_28__00_39_41,2421581,0.136852
2024_01_28__00_39_42,2421582,0.136852
2024_01_28__00_39_43,2421583,0.136852
2024_01_28__00_39_44,2421584,0.136852
2024_01_28__00_39_45,2421585,0.136852
2024_01_28__00_39_46,2421586,0.136852
2024_01_28__00_39_47,2421587,0.136852
2024_01_28__00_39_48,2421588,0.136852
2024_01_28__00_39_49,2421589,0.136852
2024_01_28__00_39_50,2421590,0.136852
2024_01_28__00_39_51,2421591,0.136852
2024_01_28__00_39_52,2421592,0.136852
2024_01_28__00_39_53,2421593,0.136852
2024_01_28__00_39_54,2421594,0.136852
2024_01_28__00_39_55,2421595,0.136852
2024_01_28__00_39_56,2421596,0.136852
2024_01_28__00_39_57,2421597,0.136852
2024_01_28__00_39_58,2421598,0.136852
2024_01_28__00_39_59,2421599,0.136852
2024_01_28__00_40_00,2421600,0.136852
2024_01_28__00_40_01,2421601,0.136852
2024_01_28__00_40_02,2421602,0.136852
2024_01_28__00_40_03,2421603,0.136852
2024_01_28__00_40_04,2421604,0.136852
2024_01_28__00_40_05,2421605,0.136852
2024_01_28__00_40_06,2421606,0.136852
2024_01_28__00_40_07,2421607,0.136852
2024_01_28__00_40_08,2421608,0.136852
2024_01_28__00_40_09,2421609,0.136852
2024_01_28__00_40_10,2421610,0.136852
2024_01_28__00_40_11,2421611,0.136852
2024_01_28__00_40_12,2421612,0.136852
2024_01_28__00_40_13,2421613,0.136852
2024_01_28__00_40_14,2421614,0.136852
2024_01_28__00_40_15,2421615,0.136852
2024_01_28__00_40_16,2421616,0.136852
2024_01_28__00_40_17,2421617,0.136852
2024_01_28__00_40_18,2421618,0.136852
2024_01_28__00_40_19,2421619,0.136852
2024_01_28__00_40_20,2421620,0.136852
2024_01_28__00_40_21,2421621,0.136852
2024_01_28__00_40_22,2421622,0.136852
2024_01_28__00_40_23,2421623,0.136852
2024_01_28__00_40_24,2421624,0.136852
2024_01_28__00_40_25,2421625,0.136852
2024_01_28__00_40_26,2421626,0.136852
2024_01_28__00_40_27,2421627,0.136852
2024_01_28__00_40_28,2421628,0.136852
2024_01_28__00_40_29,2421629,0.136852
2024_01_28__00_40_30,2421630,0.136852
2024_01_28__00_40_31,2421631,0.136852
2024_01_28__00_40_32,2421632,0.136852
2024_01_28__00_40_33,2421633,0.136852
2024_01_28__00_40_34,2421634,0.136852
2024_01_28__00_40_35,2421635,0.136852
2024_01_28__00_40_36,2421636,0.136852
2024_01_28__00_40_37,2421637,0.136852
2024_01_28__00_40_38,2421638,0.136852
2024_01_28__00_40_39,2421639,0.136852
2024_01_28__00_40_40,2421640,0.136852
2024_01_28__00_40_41,2421641,0.136852
2024_01_28__00_40_42,2421642,0.136852
2024_01_28__00_40_43,2421643,0.136852
2024_01_28__00_40_44,2421644,0.136852
2024_01_28__00_40_45,2421645,0.136852
2024_01_28__00_40_46,2421646,0.136852
2024_01_28__00_40_47,2421647,0.136852
2024_01_28__00_40_48,2421648,0.136852
2024_01_28__00_40_49,2421649,0.136852
2024_01_28__00_40_50,2421650,0.136852
2024_01_28__00_40_51,2421651,0.136852
2024_01_28__00_40_52,2421652,0.136852
2024_01_28__00_40_53,2421653,0.136852
2024_01_28__00_40_54,2421654,0.136852
2024_01_28__00_40_55,2421655,0.136852
2024_01_28__00_40_56,2421656,0.151122
2024_01_28__00_40_57,2421657,0.136852
2024_01_28__00_40_58,2421658,0.136852
2024_01_28__00_40_59,2421659,0.136852
2024_01_28__00_41_00,2421660,0.136852
2024_01_28__00_41_01,2421661,0.136852
2024_01_28__00_41_02,2421662,0.136852
2024_01_28__00_41_03,2421663,0.136852
2024_01_28__00_41_04,2421664,0.136852
2024_01_28__00_41_05,2421665,0.136852
2024_01_28__00_41_06,2421666,0.136852
2024_01_28__00_41_07,2421667,0.136852
2024_01_28__00_41_08,2421668,0.136852
2024_01_28__00_41_09,2421669,0.136852
2024_01_28__00_41_10,2421670,0.169346
2024_01_28__00_41_11,2421671,0.136852
2024_01_28__00_41_12,2421672,0.136852
2024_01_28__00_41_13,2421673,0.136852
2024_01_28__00_41_14,2421674,0.136852
2024_01_28__00_41_15,2421675,0.136852
2024_01_28__00_41_16,2421676,0.136852
2024_01_28__00_41_17,2421677,0.136852
2024_01_28__00_41_18,2421678,0.136852
2024_01_28__00_41_19,2421679,0.136852
2024_01_28__00_41_20,2421680,0.136852
2024_01_28__00_41_21,2421681,0.136852
2024_01_28__00_41_22,2421682,0.136852
2024_01_28__00_41_23,2421683,0.136852
2024_01_28__00_41_24,2421684,0.136852
2024_01_28__00_41_25,2421685,0.136852
2024_01_28__00_41_26,2421686,0.136852
2024_01_28__00_41_27,2421687,0.136852
2024_01_28__00_41_28,2421688,0.136852
2024_01_28__00_41_29,2421689,0.136852
2024_01_28__00_41_30,2421690,0.136852
2024_01_28__00_41_31,2421691,0.136852
2024_01_28__00_41_32,2421692,0.136852
2024_01_28__00_41_33,2421693,0.136852
2024_01_28__00_41_34,2421694,0.136852
2024_01_28__00_41_35,2421695,0.136852
2024_01_28__00_41_36,2421696,0.136852
2024_01_28__00_41_37,2421697,0.136852
2024_01_28__00_41_38,2421698,0.136852
2024_01_28__00_41_39,2421699,0.136852
2024_01_28__00_41_40,2421700,0.136852
2024_01_28__00_41_41,2421701,0.136852
2024_01_28__00_41_42,2421702,0.136852
2024_01_28__00_41_43,2421703,0.136852
2024_01_28__00_41_44,2421704,0.136852
2024_01_28__00_41_45,2421705,0.136852
2024_01_28__00_41_46,2421706,0.136852
2024_01_28__00_41_47,2421707,0.136852
2024_01_28__00_41_48,2421708,0.136852
2024_01_28__00_41_49,2421709,0.216454
2024_01_28__00_41_50,2421710,0.136852
2024_01_28__00_41_51,2421711,0.136852
2024_01_28__00_41_52,2421712,0.136852
2024_01_28__00_41_53,2421713,0.136852
2024_01_28__00_41_54,2421714,0.136852
2024_01_28__00_41_55,2421715,0.136852
2024_01_28__00_41_56,2421716,0.136852
2024_01_28__00_41_57,2421717,0.136852
2024_01_28__00_41_58,2421718,0.136852
2024_01_28__00_41_59,2421719,0.136852
2024_01_28__00_42_00,2421720,0.136852
2024_01_28__00_42_01,2421721,0.136852
2024_01_28__00_42_02,2421722,0.136852
2024_01_28__00_42_03,2421723,0.136852
2024_01_28__00_42_04,2421724,0.136852
2024_01_28__00_42_05,2421725,0.136852
2024_01_28__00_42_06,2421726,0.136852
2024_01_28__00_42_07,2421727,0.136852
2024_01_28__00_42_08,2421728,0.136852
2024_01_28__00_42_09,2421729,0.136852
2024_01_28__00_42_10,2421730,0.136852
2024_01_28__00_42_11,2421731,0.136852
2024_01_28__00_42_12,2421732,0.136852
2024_01_28__00_42_13,2421733,0.136852
2024_01_28__00_42_14,2421734,0.136852
2024_01_28__00_42_15,2421735,0.136852
2024_01_28__00_42_16,2421736,0.136852
2024_01_28__00_42_17,2421737,0.136852
2024_01_28__00_42_18,2421738,0.150091
2024_01_28__00_42_19,2421739,0.136852
2024_01_28__00_42_20,2421740,0.136852
2024_01_28__00_42_21,2421741,0.136852
2024_01_28__00_42_22,2421742,0.136852
2024_01_28__00_42_23,2421743,0.136852
2024_01_28__00_42_24,2421744,0.136852
2024_01_28__00_42_25,2421745,0.136852
2024_01_28__00_42_26,2421746,0.136852
2024_01_28__00_42_27,2421747,0.136852
2024_01_28__00_42_28,2421748,0.136852
2024_01_28__00_42_29,2421749,0.136852
2024_01_28__00_42_30,2421750,0.136852
2024_01_28__00_42_31,2421751,0.136852
2024_01_28__00_42_32,2421752,0.136852
2024_01_28__00_42_33,2421753,0.136852
2024_01_28__00_42_34,2421754,0.136852
2024_01_28__00_42_35,2421755,0.136852
2024_01_28__00_42_36,2421756,0.136852
2024_01_28__00_42_37,2421757,0.136852
2024_01_28__00_42_38,2421758,0.136852
2024_01_28__00_42_39,2421759,0.136852
2024_01_28__00_42_40,2421760,0.136852
2024_01_28__00_42_41,2421761,0.136852
2024_01_28__00_42_42,2421762,0.136852
2024_01_28__00_42_43,2421763,0.136852
2024_01_28__00_42_44,2421764,0.136852
2024_01_28__00_42_45,2421765,0.136852
2024_01_28__00_42_46,2421766,0.136852
2024_01_28__00_42_47,2421767,0.136852
2024_01_28__00_42_48,2421768,0.136852
2024_01_28__00_42_49,2421769,0.136852
2024_01_28__00_42_50,2421770,0.136852
2024_01_28__00_42_51,2421771,0.136852
2024_01_28__00_42_52,2421772,0.136852
2024_01_28__00_42_53,2421773,0.136852
2024_01_28__00_42_54,2421774,0.136852
2024_01_28__00_42_55,2421775,0.136852
2024_01_28__00_42_56,2421776,0.136852
2024_01_28__00_42_57,2421777,0.136852
2024_01_28__00_42_58,2421778,0.136852
2024_01_28__00_42_59,2421779,0.136852
2024_01_28__00_43_00,2421780,0.136852
2024_01_28__00_43_01,2421781,0.136852
2024_01_28__00_43_02,2421782,0.136852
2024_01_28__00_43_03,2421783,0.136852
2024_01_28__00_43_04,2421784,0.136852
2024_01_28__00_43_05,2421785,0.136852
2024_01_28__00_43_06,2421786,0.136852
2024_01_28__00_43_07,2421787,0.136852
2024_01_28__00_43_08,2421788,0.136852
2024_01_28__00_43_09,2421789,0.136852
2024_01_28__00_43_10,2421790,0.136852
2024_01_28__00_43_11,2421791,0.136852
2024_01_28__00_43_12,2421792,0.136852
2024_01_28__00_43_13,2421793,0.136852
2024_01_28__00_43_14,2421794,0.136852
2024_01_28__00_43_15,2421795,0.136852
2024_01_28__00_43_16,2421796,0.136852
2024_01_28__00_43_17,2421797,0.136852
2024_01_28__00_43_18,2421798,0.136852
2024_01_28__00_43_19,2421799,0.136852
2024_01_28__00_43_20,2421800,0.136852
2024_01_28__00_43_21,2421801,0.136852
2024_01_28__00_43_22,2421802,0.136852
2024_01_28__00_43_23,2421803,0.136852
2024_01_28__00_43_24,2421804,0.136852
2024_01_28__00_43_25,2421805,0.136852
2024_01_28__00_43_26,2421806,0.136852
2024_01_28__00_43_27,2421807,0.136852
2024_01_28__00_43_28,2421808,0.136852
2024_01_28__00_43_29,2421809,0.136852
2024_01_28__00_43_30,2421810,0.136852
2024_01_28__00_43_31,2421811,0.136852
2024_01_28__00_43_32,2421812,0.136852
2024_01_28__00_43_33,2421813,0.191524
2024_01_28__00_43_34,2421814,0.136852
2024_01_28__00_43_35,2421815,0.136852
2024_01_28__00_43_36,2421816,0.136852
2024_01_28__00_43_37,2421817,0.136852
2024_01_28__00_43_38,2421818,0.136852
2024_01_28__00_43_40,2421820,0.136852
2024_01_28__00_43_40,2421820,0.136852
2024_01_28__00_43_42,2421822,0.136852
2024_01_28__00_43_43,2421823,0.136852
2024_01_28__00_43_43,2421823,0.136852
2024_01_28__00_43_44,2421824,0.136852
2024_01_28__00_43_45,2421825,0.136852
2024_01_28__00_43_46,2421826,0.136852
2024_01_28__00_43_47,2421827,0.136852
2024_01_28__00_43_48,2421828,0.136852
2024_01_28__00_43_49,2421829,0.136852
2024_01_28__00_43_50,2421830,0.130319
2024_01_28__00_43_51,2421831,0.136852
2024_01_28__00_43_52,2421832,0.136852
2024_01_28__00_43_53,2421833,0.136852
2024_01_28__00_43_54,2421834,0.136852
2024_01_28__00_43_55,2421835,0.136852
2024_01_28__00_43_57,2421837,0.136852
2024_01_28__00_43_57,2421837,0.136852
2024_01_28__00_43_58,2421838,0.136852
2024_01_28__00_43_59,2421839,0.136852
2024_01_28__00_44_00,2421840,0.136852
2024_01_28__00_44_02,2421842,0.136852
2024_01_28__00_44_03,2421843,0.136852
2024_01_28__00_44_03,2421843,0.136852
2024_01_28__00_44_04,2421844,0.136852
2024_01_28__00_44_05,2421845,0.136852
2024_01_28__00_44_06,2421846,0.136852
2024_01_28__00_44_07,2421847,0.136852
2024_01_28__00_44_08,2421848,0.136852
2024_01_28__00_44_10,2421850,0.136852
2024_01_28__00_44_10,2421850,0.13668
2024_01_28__00_44_12,2421852,0.136852
2024_01_28__00_44_12,2421852,0.136852
2024_01_28__00_44_14,2421854,0.136852
2024_01_28__00_44_15,2421855,0.136852
2024_01_28__00_44_16,2421856,0.136852
2024_01_28__00_44_17,2421857,0.136852
2024_01_28__00_44_18,2421858,0.136852
2024_01_28__00_44_19,2421859,0.136852
2024_01_28__00_44_20,2421860,0.136852
2024_01_28__00_44_21,2421861,0.136852
2024_01_28__00_44_22,2421862,0.136852
2024_01_28__00_44_23,2421863,0.136852
2024_01_28__00_44_24,2421864,0.136852
2024_01_28__00_44_25,2421865,0.136852
2024_01_28__00_44_26,2421866,0.136852
2024_01_28__00_44_27,2421867,0.136852
2024_01_28__00_44_28,2421868,0.136852
2024_01_28__00_44_29,2421869,0.136852
2024_01_28__00_44_30,2421870,0.136852
2024_01_28__00_44_31,2421871,0.178458
2024_01_28__00_44_32,2421872,0.136852
2024_01_28__00_44_33,2421873,0.136852
2024_01_28__00_44_34,2421874,0.136852
2024_01_28__00_44_35,2421875,0.136852
2024_01_28__00_44_36,2421876,0.136852
2024_01_28__00_44_37,2421877,0.136852
2024_01_28__00_44_38,2421878,0.136852
2024_01_28__00_44_39,2421879,0.136852
2024_01_28__00_44_40,2421880,0.136852
2024_01_28__00_44_41,2421881,0.136852
2024_01_28__00_44_42,2421882,0.136852
2024_01_28__00_44_43,2421883,0.197714
2024_01_28__00_44_44,2421884,0.136852
2024_01_28__00_44_45,2421885,0.136852
2024_01_28__00_44_46,2421886,0.136852
2024_01_28__00_44_47,2421887,0.136852
2024_01_28__00_44_48,2421888,0.136852
2024_01_28__00_44_49,2421889,0.136852
2024_01_28__00_44_50,2421890,0.136852
2024_01_28__00_44_51,2421891,0.136852
2024_01_28__00_44_52,2421892,0.136852
2024_01_28__00_44_53,2421893,0.136852
2024_01_28__00_44_54,2421894,0.136852
2024_01_28__00_44_55,2421895,0.136852
2024_01_28__00_44_56,2421896,0.136852
2024_01_28__00_44_57,2421897,0.136852
2024_01_28__00_44_58,2421898,0.136852
2024_01_28__00_44_59,2421899,0.136852
2024_01_28__00_45_00,2421900,0.136852
2024_01_28__00_45_01,2421901,0.136852
2024_01_28__00_45_02,2421902,0.136852
2024_01_28__00_45_03,2421903,0.136852
2024_01_28__00_45_04,2421904,0.136852
2024_01_28__00_45_05,2421905,0.136852
2024_01_28__00_45_06,2421906,0.136852
2024_01_28__00_45_07,2421907,0.136852
2024_01_28__00_45_08,2421908,0.136852
2024_01_28__00_45_09,2421909,0.136852
2024_01_28__00_45_10,2421910,0.136852
2024_01_28__00_45_11,2421911,0.136852
2024_01_28__00_45_12,2421912,0.136852
2024_01_28__00_45_13,2421913,0.136852
2024_01_28__00_45_14,2421914,0.136852
2024_01_28__00_45_15,2421915,0.136852
2024_01_28__00_45_16,2421916,0.136852
2024_01_28__00_45_17,2421917,0.136852
2024_01_28__00_45_18,2421918,0.136852
2024_01_28__00_45_19,2421919,0.136852
2024_01_28__00_45_20,2421920,0.136852
2024_01_28__00_45_21,2421921,0.136852
2024_01_28__00_45_22,2421922,0.136852
2024_01_28__00_45_23,2421923,0.0876817
2024_01_28__00_45_24,2421924,0.136852
2024_01_28__00_45_27,2421927,0.136852
2024_01_28__00_45_27,2421927,0.136852
2024_01_28__00_45_27,2421927,0.136852
2024_01_28__00_45_28,2421928,0.136852
2024_01_28__00_45_29,2421929,0.136852
2024_01_28__00_45_30,2421930,0.136852
2024_01_28__00_45_31,2421931,0.136852
2024_01_28__00_45_32,2421932,0.136852
2024_01_28__00_45_33,2421933,0.139775
2024_01_28__00_45_34,2421934,0.139775
2024_01_28__00_45_35,2421935,0.149575
2024_01_28__00_46_01,2421961,0.181725
2024_01_28__00_46_06,2421966,0.181725
2024_01_28__00_46_11,2421971,0.17863
2024_01_28__00_46_16,2421976,0.17863
2024_01_28__00_46_21,2421981,0.254449
2024_01_28__00_46_22,2421982,0.317374
2024_01_28__00_46_23,2421983,0.317374
2024_01_28__00_46_24,2421984,0.317374
2024_01_28__00_46_25,2421985,0.317374
2024_01_28__00_46_26,2421986,0.317374
2024_01_28__00_46_27,2421987,0.317374
2024_01_28__00_46_28,2421988,0.317374
2024_01_28__00_46_29,2421989,0.317374
2024_01_28__00_46_30,2421990,0.317374
2024_01_28__00_46_31,2421991,0.317374
2024_01_28__00_46_32,2421992,0.317374
2024_01_28__00_46_33,2421993,0.317374
2024_01_28__00_46_34,2421994,0.317374
2024_01_28__00_46_35,2421995,0.33044
2024_01_28__00_46_36,2421996,0.317374
2024_01_28__00_46_37,2421997,0.33044
2024_01_28__00_46_38,2421998,0.33044
2024_01_28__00_46_39,2421999,0.33044
2024_01_28__00_46_40,2422000,0.317374
2024_01_28__00_46_41,2422001,0.33044
2024_01_28__00_46_42,2422002,0.317374
2024_01_28__00_46_43,2422003,0.317374
2024_01_28__00_46_44,2422004,0.317374
2024_01_28__00_46_45,2422005,0.317374
2024_01_28__00_46_46,2422006,0.317374
2024_01_28__00_46_47,2422007,0.317374
2024_01_28__00_46_48,2422008,0.317374
2024_01_28__00_46_49,2422009,0.33044
2024_01_28__00_46_50,2422010,0.317374
2024_01_28__00_46_51,2422011,0.317374
2024_01_28__00_46_52,2422012,0.317374
2024_01_28__00_46_53,2422013,0.289694
2024_01_28__00_46_54,2422014,0.317374
2024_01_28__00_46_55,2422015,0.317374
2024_01_28__00_46_56,2422016,0.33044
2024_01_28__00_46_57,2422017,0.317374
2024_01_28__00_46_58,2422018,0.317374
2024_01_28__00_46_59,2422019,0.317374
2024_01_28__00_47_00,2422020,0.317374
2024_01_28__00_47_01,2422021,0.317374
2024_01_28__00_47_02,2422022,0.317202
2024_01_28__00_47_03,2422023,0.317374
2024_01_28__00_47_04,2422024,0.317374
2024_01_28__00_47_05,2422025,0.317374
2024_01_28__00_47_06,2422026,0.317374
2024_01_28__00_47_07,2422027,0.317374
2024_01_28__00_47_08,2422028,0.317374
2024_01_28__00_47_09,2422029,0.330268
2024_01_28__00_47_10,2422030,0.317374
2024_01_28__00_47_11,2422031,0.317374
2024_01_28__00_47_12,2422032,0.317374
2024_01_28__00_47_13,2422033,0.317374
2024_01_28__00_47_14,2422034,0.317374
2024_01_28__00_47_15,2422035,0.317374
2024_01_28__00_47_16,2422036,0.317374
2024_01_28__00_47_17,2422037,0.317374
2024_01_28__00_47_18,2422038,0.317374
2024_01_28__00_47_19,2422039,0.317374
2024_01_28__00_47_20,2422040,0.317374
2024_01_28__00_47_21,2422041,0.317374
2024_01_28__00_47_22,2422042,0.317545
2024_01_28__00_47_23,2422043,0.317374
2024_01_28__00_47_24,2422044,0.317545
2024_01_28__00_47_25,2422045,0.317374
2024_01_28__00_47_26,2422046,0.317374
2024_01_28__00_47_27,2422047,0.317374
2024_01_28__00_47_28,2422048,0.317374
2024_01_28__00_47_29,2422049,0.317374
2024_01_28__00_47_29,2422049,0.317374
2024_01_28__00_47_30,2422050,0.317374
2024_01_28__00_47_31,2422051,0.317545
2024_01_28__00_47_32,2422052,0.317545
2024_01_28__00_47_32,2422052,0.317374
2024_01_28__00_47_33,2422053,0.317374
2024_01_28__00_47_34,2422054,0.314795
2024_01_28__00_47_35,2422055,0.236913
2024_01_28__00_47_36,2422056,0.213703
2024_01_28__00_47_38,2422058,0.197886
2024_01_28__00_47_39,2422059,0.133758
2024_01_28__00_47_41,2422061,0.133758
2024_01_28__00_47_42,2422062,0.14648
2024_01_28__00_47_44,2422064,0.146308
2024_01_28__00_47_45,2422065,0.149575
2024_01_28__00_47_47,2422067,0.149575
2024_01_28__00_47_48,2422068,0.156108
2024_01_28__00_47_50,2422070,0.159374
2024_01_28__00_47_51,2422071,0.159203
2024_01_28__00_47_53,2422073,0.0835555
2024_01_28__00_47_54,2422074,0.175363
2024_01_28__00_47_57,2422077,0.191524
2024_01_28__00_47_57,2422077,0.184991
2024_01_28__00_47_59,2422079,0.201152
2024_01_28__00_48_00,2422080,0.21078
2024_01_28__00_48_02,2422082,0.213703
2024_01_28__00_48_03,2422083,0.234162
2024_01_28__00_48_05,2422085,0.251526
2024_01_28__00_48_05,2422085,0.240007
2024_01_28__00_48_07,2422087,0.251526
2024_01_28__00_48_08,2422088,0.263389
2024_01_28__00_48_08,2422088,0.263217
2024_01_28__00_48_09,2422089,0.280754
2024_01_28__00_48_10,2422090,0.285911
2024_01_28__00_48_11,2422091,0.280754
2024_01_28__00_48_11,2422091,0.286083
2024_01_28__00_48_12,2422092,0.29382
2024_01_28__00_48_13,2422093,0.303791
2024_01_28__00_48_14,2422094,0.304307
2024_01_28__00_48_14,2422094,0.317374
2024_01_28__00_48_15,2422095,0.312216
2024_01_28__00_48_16,2422096,0.317374
2024_01_28__00_48_17,2422097,0.317374
2024_01_28__00_48_17,2422097,0.327861
2024_01_28__00_48_18,2422098,0.33044
2024_01_28__00_48_19,2422099,0.338348
2024_01_28__00_48_20,2422100,0.348664
2024_01_28__00_48_20,2422100,0.346085
2024_01_28__00_48_21,2422101,0.346085
2024_01_28__00_48_22,2422102,0.346085
2024_01_28__00_48_23,2422103,0.351071
2024_01_28__00_48_23,2422103,0.348664
2024_01_28__00_48_24,2422104,0.351071
2024_01_28__00_48_25,2422105,0.351071
2024_01_28__00_48_26,2422106,0.36259
2024_01_28__00_48_26,2422106,0.357948
2024_01_28__00_48_27,2422107,0.367232
2024_01_28__00_48_28,2422108,0.367232
2024_01_28__00_48_29,2422109,0.362762
2024_01_28__00_48_29,2422109,0.372046
2024_01_28__00_48_30,2422110,0.369639
2024_01_28__00_48_31,2422111,0.378923
2024_01_28__00_48_32,2422112,0.388207
2024_01_28__00_48_32,2422112,0.404368
2024_01_28__00_48_33,2422113,0.413652
2024_01_28__00_48_34,2422114,0.418122
2024_01_28__00_48_35,2422115,0.415887
2024_01_28__00_48_35,2422115,0.420013
2024_01_28__00_48_36,2422116,0.423967
2024_01_28__00_48_37,2422117,0.515431
2024_01_28__00_48_38,2422118,0.440128
2024_01_28__00_48_38,2422118,0.440128
2024_01_28__00_48_39,2422119,0.444254
2024_01_28__00_48_40,2422120,0.440128
2024_01_28__00_48_41,2422121,0.440128
2024_01_28__00_48_41,2422121,0.440128
2024_01_28__00_48_42,2422122,0.456289
2024_01_28__00_48_43,2422123,0.452335
2024_01_28__00_48_44,2422124,0.452335
2024_01_28__00_48_45,2422125,0.452335
2024_01_28__00_48_45,2422125,0.452335
2024_01_28__00_48_46,2422126,0.452163
2024_01_28__00_48_47,2422127,0.452335
2024_01_28__00_48_48,2422128,0.452335
2024_01_28__00_48_48,2422128,0.452335
2024_01_28__00_48_49,2422129,0.452163
2024_01_28__00_48_50,2422130,0.452335
2024_01_28__00_48_51,2422131,0.452335
2024_01_28__00_48_51,2422131,0.452163
2024_01_28__00_48_52,2422132,0.452163
2024_01_28__00_48_53,2422133,0.452163
2024_01_28__00_48_54,2422134,0.452163
2024_01_28__00_48_54,2422134,0.452163
2024_01_28__00_48_55,2422135,0.452163
2024_01_28__00_48_56,2422136,0.452335
2024_01_28__00_48_57,2422137,0.452163
2024_01_28__00_48_57,2422137,0.452335
2024_01_28__00_48_58,2422138,0.452335
2024_01_28__00_48_59,2422139,0.452335
2024_01_28__00_49_00,2422140,0.452335
2024_01_28__00_49_00,2422140,0.452335
2024_01_28__00_49_01,2422141,0.456289
2024_01_28__00_49_02,2422142,0.452335
2024_01_28__00_49_03,2422143,0.452335
2024_01_28__00_49_03,2422143,0.452163
2024_01_28__00_49_04,2422144,0.452335
2024_01_28__00_49_05,2422145,0.452335
2024_01_28__00_49_06,2422146,0.452335
2024_01_28__00_49_06,2422146,0.452163
2024_01_28__00_49_07,2422147,0.452163
2024_01_28__00_49_08,2422148,0.452163
2024_01_28__00_49_09,2422149,0.452335
2024_01_28__00_49_09,2422149,0.452163
2024_01_28__00_49_10,2422150,0.452335
2024_01_28__00_49_11,2422151,0.452335
2024_01_28__00_49_12,2422152,0.452163
2024_01_28__00_49_12,2422152,0.452163
2024_01_28__00_49_13,2422153,0.452335
2024_01_28__00_49_14,2422154,0.452335
2024_01_28__00_49_15,2422155,0.452163
2024_01_28__00_49_15,2422155,0.452163
2024_01_28__00_49_16,2422156,0.456461
2024_01_28__00_49_17,2422157,0.452335
