time,OKtime,date
2024_01_28__04_00_15,2433615,999.9
2024_01_28__04_00_15,2433615,999.9
2024_01_28__04_00_15,2433615,999.9
2024_01_28__04_00_15,2433615,999.9
2024_01_28__04_00_15,2433615,999.9
2024_01_28__04_00_15,2433615,999.9
2024_01_28__04_00_15,2433615,999.9
2024_01_28__04_00_15,2433615,999.9
2024_01_28__04_00_15,2433615,999.9
2024_01_28__04_00_15,2433615,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_16,2433616,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_17,2433617,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_18,2433618,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_19,2433619,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_20,2433620,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_21,2433621,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_22,2433622,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_23,2433623,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_24,2433624,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_25,2433625,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_26,2433626,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_27,2433627,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_28,2433628,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_29,2433629,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_30,2433630,999.9
2024_01_28__04_00_31,2433631,999.9
2024_01_28__04_00_31,2433631,999.9
2024_01_28__04_00_31,2433631,999.9
2024_01_28__04_00_31,2433631,999.9
2024_01_28__04_00_31,2433631,999.9
2024_01_28__04_00_31,2433631,999.9
2024_01_28__04_00_31,2433631,999.9
2024_01_28__04_00_31,2433631,999.9
2024_01_28__04_00_31,2433631,999.9
2024_01_28__04_00_31,2433631,999.9
2024_01_28__04_00_31,2433631,999.9
2024_01_28__04_00_31,2433631,999.9
2024_01_28__04_00_33,2433633,999.9
2024_01_28__04_00_33,2433633,999.9
2024_01_28__04_00_33,2433633,999.9
2024_01_28__04_00_34,2433634,999.9
2024_01_28__04_00_34,2433634,999.9
2024_01_28__04_00_34,2433634,999.9
2024_01_28__04_00_34,2433634,999.9
2024_01_28__04_00_34,2433634,999.9
2024_01_28__04_00_34,2433634,999.9
2024_01_28__04_00_37,2433637,999.9
2024_01_28__04_00_37,2433637,999.9
2024_01_28__04_00_37,2433637,999.9
2024_01_28__04_00_37,2433637,999.9
2024_01_28__04_00_37,2433637,999.9
2024_01_28__04_00_37,2433637,999.9
2024_01_28__04_00_37,2433637,999.9
2024_01_28__04_00_37,2433637,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_38,2433638,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_39,2433639,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_40,2433640,999.9
2024_01_28__04_00_41,2433641,999.9
2024_01_28__04_00_41,2433641,999.9
2024_01_28__04_00_41,2433641,999.9
2024_01_28__04_00_41,2433641,999.9
2024_01_28__04_00_41,2433641,999.9
2024_01_28__04_00_41,2433641,999.9
2024_01_28__04_00_41,2433641,999.9
2024_01_28__04_00_41,2433641,999.9
2024_01_28__04_00_41,2433641,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_42,2433642,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_43,2433643,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_44,2433644,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_45,2433645,999.9
2024_01_28__04_00_46,2433646,999.9
2024_01_28__04_00_46,2433646,999.9
2024_01_28__04_00_46,2433646,999.9
2024_01_28__04_00_46,2433646,999.9
2024_01_28__04_00_46,2433646,999.9
2024_01_28__04_00_46,2433646,999.9
2024_01_28__04_00_46,2433646,999.9
2024_01_28__04_00_46,2433646,999.9
2024_01_28__04_00_46,2433646,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_47,2433647,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
2024_01_28__04_00_48,2433648,999.9
